Line,Station,East_KKJ,North_KKJ,Lon_Intl24,Lat_Intl24,Elev_m,Orig_Boug267,Terr_corr,Curv_corr,Boug310,TC_Boug310,TC+Curv310
84,7511300,3495600,7511300,26.8961926,67.6881561,240.22,-17.24,0.04,0.331,-21.538,-21.491,-21.823
84,7511320,3495600,7511320,26.8961906,67.6883392,240.07,-17.24,0.04,0.331,-21.532,-21.486,-21.817
84,7511340,3495600,7511340,26.8961906,67.6885223,240.13,-17.25,0.041,0.331,-21.54,-21.492,-21.823
84,7511360,3495600,7511360,26.8961887,67.6886978,239.41,-17.16,0.04,0.33,-21.471,-21.425,-21.755
84,7511380,3495600,7511380,26.8961887,67.6888733,239.42,-17.12,0.041,0.33,-21.436,-21.389,-21.719
84,7511400,3495600,7511400,26.8961887,67.6890564,239.7,-17.08,0.043,0.331,-21.404,-21.354,-21.685
84,7511420,3495600,7511420,26.8961868,67.6892395,239.79,-17.02,0.047,0.331,-21.343,-21.288,-21.619
84,7511440,3495600,7511440,26.8961868,67.689415,238.44,-16.95,0.042,0.329,-21.257,-21.208,-21.537
84,7511460,3495600,7511460,26.8961849,67.6895905,237.89,-16.91,0.041,0.328,-21.203,-21.156,-21.484
84,7511480,3495600,7511480,26.8961849,67.6897736,237.08,-16.91,0.039,0.327,-21.177,-21.131,-21.458
84,7511499,3495600,7511499,26.896183,67.6899414,236.4,-16.86,0.038,0.327,-21.12,-21.076,-21.403
84,7511520,3495600,7511520,26.896183,67.6901321,235.96,-16.77,0.037,0.326,-21.051,-21.009,-21.335
84,7511540,3495600,7511540,26.896183,67.6903076,235.2,-16.73,0.035,0.325,-21.01,-20.969,-21.294
84,7511560,3495600,7511560,26.896183,67.6904984,234.87,-16.79,0.034,0.325,-21.06,-21.02,-21.344
84,7511580,3495600,7511580,26.8961811,67.6906738,234.19,-16.94,0.033,0.324,-21.144,-21.105,-21.429
84,7511600,3495600,7511600,26.8961811,67.6908493,233.51,-17,0.032,0.323,-21.191,-21.154,-21.476
84,7511620,3495600,7511620,26.8961792,67.6910248,232.96,-17.07,0.031,0.322,-21.249,-21.213,-21.535
84,7511640,3495600,7511640,26.8961792,67.6912155,232.5,-17.18,0.03,0.321,-21.333,-21.298,-21.619
84,7511660,3495600,7511660,26.8961792,67.691391,232.09,-17.29,0.029,0.321,-21.415,-21.381,-21.702
84,7511680,3495600,7511680,26.8961773,67.6915665,231.96,-17.34,0.029,0.321,-21.46,-21.426,-21.747
84,7511700,3495600,7511700,26.8961773,67.6917419,231.8,-17.33,0.029,0.321,-21.457,-21.423,-21.744
84,7511720,3495600,7511720,26.8961754,67.6919327,231.62,-17.32,0.029,0.32,-21.44,-21.406,-21.726
84,7511740,3495600,7511740,26.8961754,67.6921082,231.49,-17.23,0.03,0.32,-21.378,-21.343,-21.663
84,7511760,3495600,7511760,26.8961735,67.6922836,231.44,-17.22,0.031,0.32,-21.368,-21.332,-21.652
84,7511780,3495600,7511780,26.8961735,67.6924591,231.34,-17.19,0.033,0.32,-21.337,-21.299,-21.619
84,7511800,3495600,7511800,26.8961716,67.6926498,230.8,-17.14,0.034,0.319,-21.289,-21.25,-21.57
84,7511820,3495600,7511820,26.8961716,67.6928253,230.29,-17.1,0.035,0.319,-21.253,-21.212,-21.531
84,7511840,3495600,7511840,26.8961697,67.6930008,229.58,-17.1,0.036,0.318,-21.241,-21.199,-21.517
84,7511860,3495600,7511860,26.8961697,67.6931763,228.58,-17.15,0.036,0.316,-21.246,-21.205,-21.521
84,7511880,3495600,7511880,26.8961678,67.693367,227.66,-17.14,0.036,0.315,-21.222,-21.18,-21.495
84,7511900,3495600,7511900,26.8961678,67.6935425,226.58,-17.06,0.035,0.314,-21.147,-21.106,-21.42
84,7511920,3495600,7511920,26.8961678,67.693718,225.85,-17.01,0.035,0.313,-21.099,-21.059,-21.371
84,7511940,3495600,7511940,26.8961658,67.6938934,224.92,-17.01,0.035,0.312,-21.074,-21.033,-21.345
84,7511960,3495600,7511960,26.8961658,67.6940842,223.93,-16.94,0.038,0.31,-21.008,-20.963,-21.273
84,7511980,3495600,7511980,26.8961658,67.6942596,221.56,-16.94,0.038,0.307,-20.964,-20.92,-21.227
84,7511999,3495600,7511999,26.8961658,67.6944275,221.39,-16.94,0.031,0.307,-20.96,-20.924,-21.231
84,7512020,3495600,7512020,26.8961639,67.6946106,221.89,-16.96,0.028,0.308,-20.975,-20.943,-21.25
84,7512040,3495600,7512040,26.8961639,67.6948013,221.74,-16.95,0.028,0.307,-20.965,-20.932,-21.24
84,7512060,3495600,7512060,26.896162,67.6949768,220.72,-16.96,0.026,0.306,-20.957,-20.926,-21.232
84,7512080,3495600,7512080,26.896162,67.6951523,220.77,-16.99,0.026,0.306,-20.989,-20.959,-21.265
84,7512100,3495600,7512100,26.8961601,67.6953278,220.36,-17.05,0.027,0.306,-21.035,-21.003,-21.309
84,7512120,3495600,7512120,26.8961601,67.6955185,219.42,-17.07,0.026,0.304,-21.056,-21.026,-21.33
84,7512140,3495600,7512140,26.8961582,67.695694,218.79,-17.12,0.025,0.304,-21.102,-21.073,-21.376
84,7512160,3495600,7512160,26.8961582,67.6958694,218.05,-17.15,0.025,0.303,-21.131,-21.102,-21.405
84,7512180,3495600,7512180,26.8961563,67.6960449,217.32,-17.29,0.024,0.302,-21.237,-21.209,-21.511
84,7512200,3495600,7512200,26.8961563,67.6962357,216.67,-17.49,0.024,0.301,-21.372,-21.345,-21.645
84,7512220,3495600,7512220,26.8961563,67.6964111,215.97,-17.49,0.023,0.3,-21.381,-21.355,-21.655
84,7512240,3495600,7512240,26.8961544,67.6965866,215.56,-17.48,0.022,0.299,-21.395,-21.369,-21.668
84,7512260,3495600,7512260,26.8961544,67.6967621,214.89,-17.58,0.022,0.298,-21.46,-21.434,-21.732
84,7512280,3495600,7512280,26.8961525,67.6969528,214.13,-17.66,0.022,0.297,-21.505,-21.479,-21.777
84,7512300,3495600,7512300,26.8961525,67.6971283,213.48,-17.81,0.022,0.297,-21.607,-21.582,-21.879
84,7512320,3495600,7512320,26.8961506,67.6973038,212.88,-17.85,0.022,0.296,-21.656,-21.631,-21.926
84,7512340,3495600,7512340,26.8961506,67.6974792,211.93,-17.88,0.022,0.295,-21.697,-21.672,-21.967
84,7512360,3495600,7512360,26.8961506,67.69767,211.19,-17.94,0.021,0.294,-21.752,-21.727,-22.021
84,7512380,3495600,7512380,26.8961506,67.6978455,211.02,-17.98,0.019,0.293,-21.799,-21.777,-22.07
84,7512400,3495600,7512400,26.8961487,67.6980209,210.87,-18.05,0.018,0.293,-21.875,-21.854,-22.147
84,7512420,3495600,7512420,26.8961487,67.6981964,210.92,-18.19,0.016,0.293,-21.992,-21.973,-22.266
84,7512440,3495600,7512440,26.8961468,67.6983871,211.01,-18.35,0.015,0.293,-22.136,-22.118,-22.411
84,7512460,3495600,7512460,26.8961468,67.6985626,211.08,-18.46,0.014,0.293,-22.248,-22.232,-22.525
84,7512480,3495600,7512480,26.8961468,67.6987381,211.1,-18.53,0.013,0.293,-22.337,-22.322,-22.615
84,7512499,3495600,7512499,26.8961449,67.6989059,211,-18.61,0.013,0.293,-22.417,-22.402,-22.695
84,7512519,3495600,7512519,26.8961449,67.6990891,210.55,-18.71,0.013,0.293,-22.497,-22.481,-22.774
84,7512539,3495600,7512539,26.896143,67.6992722,210.4,-18.81,0.013,0.293,-22.572,-22.558,-22.85
84,7512559,3495600,7512559,26.896143,67.6994476,210.37,-18.85,0.012,0.293,-22.608,-22.594,-22.886
84,7512579,3495600,7512579,26.8961411,67.6996231,210.37,-18.92,0.011,0.293,-22.663,-22.65,-22.943
84,7512598,3495600,7512598,26.8961411,67.6997986,210.29,-18.95,0.011,0.292,-22.69,-22.677,-22.969
84,7512618,3495600,7512618,26.8961391,67.6999741,210.4,-18.94,0.011,0.293,-22.697,-22.685,-22.977
84,7512638,3495600,7512638,26.8961391,67.7001572,210.31,-18.94,0.01,0.292,-22.696,-22.684,-22.976
84,7512658,3495600,7512658,26.8961372,67.7003403,210.34,-18.96,0.01,0.292,-22.707,-22.695,-22.988
84,7512678,3495600,7512678,26.8961372,67.7005157,210.32,-18.95,0.01,0.292,-22.702,-22.691,-22.983
84,7512697,3495600,7512697,26.8961372,67.7006836,210.32,-18.93,0.009,0.292,-22.684,-22.674,-22.966
84,7512717,3495600,7512717,26.8961353,67.7008667,210.24,-18.92,0.009,0.292,-22.653,-22.642,-22.934
84,7512737,3495600,7512737,26.8961353,67.7010422,210.39,-18.86,0.009,0.293,-22.59,-22.58,-22.872
84,7512757,3495600,7512757,26.8961334,67.7012253,210.43,-18.71,0.008,0.293,-22.476,-22.466,-22.759
84,7512777,3495600,7512777,26.8961334,67.7014008,210.45,-18.53,0.008,0.293,-22.32,-22.31,-22.603
84,7512796,3495600,7512796,26.8961334,67.7015762,210.41,-18.43,0.008,0.293,-22.19,-22.181,-22.473
84,7512816,3495600,7512816,26.8961334,67.7017517,210.32,-18.17,0.008,0.292,-21.984,-21.974,-22.267
84,7512836,3495600,7512836,26.8961315,67.7019272,210.35,-18.08,0.008,0.292,-21.891,-21.882,-22.175
84,7512856,3495600,7512856,26.8961315,67.7021103,210.26,-17.98,0.008,0.292,-21.802,-21.793,-22.085
84,7512876,3495600,7512876,26.8961296,67.7022934,210.23,-18,0.008,0.292,-21.784,-21.775,-22.067
84,7512895,3495600,7512895,26.8961296,67.7024612,210.25,-17.89,0.008,0.292,-21.703,-21.694,-21.987
84,7512915,3495600,7512915,26.8961277,67.7026367,210.14,-17.85,0.008,0.292,-21.669,-21.66,-21.952
84,7512935,3495600,7512935,26.8961277,67.7028198,210.16,-17.84,0.008,0.292,-21.657,-21.648,-21.94
84,7512955,3495600,7512955,26.8961277,67.7030029,210.11,-17.85,0.008,0.292,-21.66,-21.651,-21.943
84,7512975,3495600,7512975,26.8961258,67.7031784,210.18,-17.82,0.008,0.292,-21.644,-21.635,-21.927
84,7512999,3495600,7512999,26.8961258,67.703392,210.18,-17.87,0.007,0.292,-21.66,-21.651,-21.944
85,7510000,3495700,7510000,26.8986015,67.676506,225.96,-18.29,0.008,0.313,-22.363,-22.354,-22.666
85,7510019,3495700,7510019,26.8986015,67.6766739,225.92,-18.14,0.008,0.313,-22.249,-22.24,-22.553
85,7510039,3495700,7510039,26.8985996,67.676857,226.3,-18.08,0.009,0.313,-22.204,-22.193,-22.506
85,7510059,3495700,7510059,26.8985996,67.6770325,225.82,-18.07,0.01,0.313,-22.166,-22.154,-22.467
85,7510079,3495700,7510079,26.8985977,67.6772156,225.95,-18.05,0.01,0.313,-22.139,-22.127,-22.44
85,7510099,3495700,7510099,26.8985977,67.6773911,226.04,-18.03,0.011,0.313,-22.11,-22.097,-22.411
85,7510119,3495700,7510119,26.8985958,67.6775742,226.23,-18,0.012,0.313,-22.079,-22.066,-22.379
85,7510138,3495700,7510138,26.8985958,67.677742,226.33,-17.93,0.013,0.313,-22.027,-22.013,-22.326
85,7510158,3495700,7510158,26.8985939,67.6779175,226.71,-17.93,0.013,0.314,-22.026,-22.011,-22.325
85,7510178,3495700,7510178,26.8985939,67.6781082,226.95,-17.89,0.014,0.314,-22,-21.983,-22.297
85,7510198,3495700,7510198,26.8985939,67.6782837,227.68,-17.88,0.014,0.315,-21.998,-21.982,-22.297
85,7510218,3495700,7510218,26.8985939,67.6784592,228.18,-17.86,0.014,0.316,-21.986,-21.97,-22.286
85,7510238,3495700,7510238,26.8985939,67.6786346,228.54,-17.84,0.014,0.316,-21.968,-21.952,-22.268
85,7510257,3495700,7510257,26.898592,67.6788101,227.94,-17.74,0.018,0.316,-21.888,-21.868,-22.183
85,7510277,3495700,7510277,26.898592,67.6789932,227.99,-17.78,0.021,0.316,-21.901,-21.877,-22.192
85,7510297,3495700,7510297,26.8985901,67.6791687,228.37,-17.72,0.026,0.316,-21.863,-21.833,-22.149
85,7510317,3495700,7510317,26.8985901,67.6793442,229.98,-17.73,0.026,0.318,-21.884,-21.854,-22.173
85,7510337,3495700,7510337,26.8985882,67.6795273,232.33,-17.78,0.028,0.321,-21.954,-21.921,-22.243
85,7510357,3495700,7510357,26.8985882,67.6797104,232.5,-17.74,0.022,0.321,-21.923,-21.898,-22.219
85,7510376,3495700,7510376,26.8985863,67.6798782,232.95,-17.69,0.022,0.322,-21.889,-21.863,-22.185
85,7510396,3495700,7510396,26.8985863,67.6800613,233.4,-17.67,0.026,0.323,-21.87,-21.84,-22.163
85,7510416,3495700,7510416,26.8985863,67.6802368,235.31,-17.56,0.033,0.325,-21.826,-21.788,-22.113
85,7510436,3495700,7510436,26.8985844,67.6804123,235.74,-17.57,0.033,0.326,-21.813,-21.775,-22.101
85,7510456,3495700,7510456,26.8985844,67.6805954,233.64,-17.39,0.033,0.323,-21.664,-21.626,-21.949
85,7510476,3495700,7510476,26.8985825,67.6807785,234.2,-17.37,0.025,0.324,-21.636,-21.606,-21.93
85,7510499,3495700,7510499,26.8985825,67.6809769,235.25,-17.41,0.024,0.325,-21.643,-21.615,-21.94
85,7510520,3495700,7510520,26.8985806,67.6811752,235.53,-17.32,0.024,0.325,-21.583,-21.555,-21.881
85,7510540,3495700,7510540,26.8985806,67.6813507,235.58,-17.24,0.024,0.325,-21.519,-21.491,-21.816
85,7510560,3495700,7510560,26.8985786,67.6815262,236.42,-17.3,0.024,0.327,-21.572,-21.545,-21.871
85,7510580,3495700,7510580,26.8985786,67.6817017,236.13,-17.26,0.024,0.326,-21.547,-21.519,-21.845
85,7510600,3495700,7510600,26.8985786,67.6818924,235.85,-17.29,0.029,0.326,-21.548,-21.514,-21.84
85,7510620,3495700,7510620,26.8985786,67.6820679,235.99,-17.21,0.046,0.326,-21.487,-21.433,-21.759
85,7510640,3495700,7510640,26.8985767,67.6822433,239.14,-17.28,0.048,0.33,-21.584,-21.528,-21.858
85,7510660,3495700,7510660,26.8985767,67.6824188,241.95,-17.29,0.054,0.334,-21.64,-21.578,-21.911
85,7510680,3495700,7510680,26.8985767,67.6826096,242.31,-17.21,0.044,0.334,-21.589,-21.538,-21.872
85,7510700,3495700,7510700,26.8985748,67.682785,243.05,-17.17,0.045,0.335,-21.574,-21.521,-21.857
85,7510720,3495700,7510720,26.8985748,67.6829605,243.62,-17.14,0.045,0.336,-21.562,-21.509,-21.845
85,7510740,3495700,7510740,26.8985729,67.683136,243.85,-17.12,0.044,0.336,-21.542,-21.491,-21.827
85,7510760,3495700,7510760,26.8985729,67.6833267,244.16,-17.09,0.044,0.337,-21.516,-21.465,-21.801
85,7510780,3495700,7510780,26.898571,67.6835022,244.17,-17.03,0.042,0.337,-21.475,-21.426,-21.763
85,7510800,3495700,7510800,26.898571,67.6836777,244.26,-17.04,0.042,0.337,-21.473,-21.424,-21.761
85,7510820,3495700,7510820,26.8985691,67.6838531,244.29,-17.02,0.042,0.337,-21.448,-21.4,-21.737
85,7510840,3495700,7510840,26.8985691,67.6840439,244.22,-17.06,0.042,0.337,-21.47,-21.422,-21.758
85,7510860,3495700,7510860,26.8985691,67.6842194,244.14,-17.01,0.043,0.337,-21.427,-21.378,-21.715
85,7510880,3495700,7510880,26.8985672,67.6843948,243.87,-16.99,0.047,0.336,-21.394,-21.339,-21.675
85,7510900,3495700,7510900,26.8985672,67.6845703,241.81,-16.86,0.039,0.334,-21.261,-21.216,-21.55
85,7510920,3495700,7510920,26.8985653,67.684761,240.68,-16.91,0.036,0.332,-21.281,-21.239,-21.571
85,7510940,3495700,7510940,26.8985653,67.6849365,240.37,-17.03,0.035,0.332,-21.356,-21.316,-21.648
85,7510960,3495700,7510960,26.8985634,67.685112,241.41,-17.02,0.032,0.333,-21.382,-21.344,-21.677
85,7510980,3495700,7510980,26.8985634,67.6852875,241.57,-17.02,0.032,0.333,-21.399,-21.361,-21.695
85,7510999,3495700,7510999,26.8985615,67.685463,240.92,-17.03,0.03,0.332,-21.405,-21.37,-21.702
85,7511020,3495700,7511020,26.8985615,67.6856537,240.97,-17.07,0.029,0.332,-21.433,-21.399,-21.732
85,7511040,3495700,7511040,26.8985615,67.6858292,240.81,-17.05,0.029,0.332,-21.42,-21.386,-21.719
85,7511060,3495700,7511060,26.8985615,67.6860046,240.39,-17.03,0.029,0.332,-21.414,-21.38,-21.712
85,7511080,3495700,7511080,26.8985615,67.6861954,240.37,-17.1,0.029,0.332,-21.45,-21.416,-21.748
85,7511100,3495700,7511100,26.8985596,67.6863708,240.39,-17.14,0.03,0.332,-21.468,-21.434,-21.765
85,7511120,3495700,7511120,26.8985596,67.6865463,240.44,-17.18,0.03,0.332,-21.488,-21.453,-21.784
85,7511140,3495700,7511140,26.8985577,67.6867218,240,-17.12,0.031,0.331,-21.449,-21.413,-21.744
85,7511160,3495700,7511160,26.8985577,67.6869125,240.09,-17.13,0.031,0.331,-21.45,-21.414,-21.746
85,7511180,3495700,7511180,26.8985558,67.687088,239.7,-17.09,0.031,0.331,-21.403,-21.368,-21.698
85,7511200,3495700,7511200,26.8985558,67.6872635,239.43,-17.07,0.031,0.33,-21.384,-21.348,-21.679
85,7511220,3495700,7511220,26.8985538,67.687439,239.18,-17.12,0.03,0.33,-21.403,-21.368,-21.698
85,7511240,3495700,7511240,26.8985538,67.6876297,238.62,-17.03,0.03,0.329,-21.33,-21.295,-21.625
85,7511261,3495700,7511261,26.8985519,67.6878128,238.35,-17.01,0.03,0.329,-21.309,-21.274,-21.603
85,7511281,3495700,7511281,26.8985519,67.6879883,238.13,-16.96,0.029,0.329,-21.265,-21.231,-21.56
85,7511301,3495700,7511301,26.8985519,67.6881714,237.84,-16.97,0.029,0.328,-21.242,-21.208,-21.536
85,7511321,3495700,7511321,26.89855,67.6883469,237.61,-16.88,0.029,0.328,-21.149,-21.115,-21.443
85,7511341,3495700,7511341,26.89855,67.68853,237.2,-16.8,0.03,0.328,-21.07,-21.036,-21.364
85,7511361,3495700,7511361,26.8985481,67.6887131,237.18,-16.74,0.029,0.328,-21.018,-20.984,-21.312
85,7511381,3495700,7511381,26.8985481,67.6888885,237.11,-16.71,0.029,0.327,-20.993,-20.959,-21.286
85,7511401,3495700,7511401,26.8985462,67.689064,237.08,-16.64,0.029,0.327,-20.948,-20.914,-21.242
85,7511421,3495700,7511421,26.8985462,67.6892471,236.87,-16.67,0.03,0.327,-20.946,-20.912,-21.239
85,7511441,3495700,7511441,26.8985462,67.6894302,236.62,-16.62,0.03,0.327,-20.905,-20.87,-21.197
85,7511461,3495700,7511461,26.8985462,67.6896057,236.02,-16.63,0.03,0.326,-20.898,-20.862,-21.188
85,7511481,3495700,7511481,26.8985443,67.6897812,235.66,-16.63,0.03,0.326,-20.894,-20.859,-21.185
85,7511499,3495700,7511499,26.8985443,67.689949,235.31,-16.65,0.03,0.325,-20.905,-20.871,-21.196
85,7511520,3495700,7511520,26.8985443,67.6901321,234.85,-16.69,0.03,0.325,-20.936,-20.901,-21.226
85,7511540,3495700,7511540,26.8985424,67.6903076,234.53,-16.65,0.029,0.324,-20.911,-20.877,-21.201
85,7511560,3495700,7511560,26.8985424,67.6904984,234.06,-16.64,0.029,0.323,-20.889,-20.855,-21.179
85,7511580,3495700,7511580,26.8985405,67.6906738,233.93,-16.68,0.029,0.323,-20.901,-20.868,-21.191
85,7511600,3495700,7511600,26.8985405,67.6908493,233.65,-16.74,0.029,0.323,-20.935,-20.902,-21.225
85,7511620,3495700,7511620,26.8985386,67.6910248,233.39,-16.78,0.029,0.323,-20.966,-20.933,-21.256
85,7511640,3495700,7511640,26.8985386,67.6912155,233.17,-16.82,0.029,0.322,-20.992,-20.959,-21.281
85,7511660,3495700,7511660,26.8985367,67.691391,232.83,-16.85,0.029,0.322,-21.012,-20.978,-21.3
85,7511680,3495700,7511680,26.8985367,67.6915665,232.61,-16.91,0.029,0.322,-21.058,-21.025,-21.347
85,7511700,3495700,7511700,26.8985348,67.6917419,232.33,-16.97,0.029,0.321,-21.103,-21.069,-21.39
85,7511720,3495700,7511720,26.8985348,67.6919327,232.05,-16.98,0.029,0.321,-21.101,-21.067,-21.388
85,7511740,3495700,7511740,26.8985348,67.6921082,231.53,-16.96,0.029,0.32,-21.075,-21.041,-21.361
85,7511760,3495700,7511760,26.8985329,67.6922836,231.34,-16.88,0.03,0.32,-21.022,-20.987,-21.307
85,7511780,3495700,7511780,26.8985329,67.6924667,231.12,-16.87,0.031,0.32,-21.014,-20.978,-21.298
85,7511800,3495700,7511800,26.898531,67.6926498,230.56,-16.8,0.031,0.319,-20.964,-20.928,-21.247
85,7511820,3495700,7511820,26.898531,67.6928253,230.53,-16.81,0.034,0.319,-20.956,-20.916,-21.235
85,7511840,3495700,7511840,26.8985291,67.6930008,229.81,-16.77,0.035,0.318,-20.904,-20.863,-21.181
85,7511860,3495700,7511860,26.8985291,67.6931839,228.94,-16.79,0.035,0.317,-20.886,-20.845,-21.162
85,7511880,3495700,7511880,26.8985291,67.693367,227.92,-16.74,0.034,0.316,-20.831,-20.792,-21.108
85,7511900,3495700,7511900,26.8985291,67.6935425,227.18,-16.72,0.034,0.315,-20.8,-20.761,-21.076
85,7511920,3495700,7511920,26.8985291,67.693718,226.59,-16.68,0.035,0.314,-20.76,-20.719,-21.033
85,7511940,3495700,7511940,26.8985271,67.6939011,225.49,-16.63,0.035,0.312,-20.708,-20.668,-20.98
85,7511960,3495700,7511960,26.8985271,67.6940842,224.37,-16.66,0.034,0.311,-20.693,-20.654,-20.965
85,7511980,3495700,7511980,26.8985252,67.6942596,223.29,-16.57,0.032,0.309,-20.604,-20.566,-20.876
85,7511999,3495700,7511999,26.8985252,67.6944275,222.36,-16.62,0.031,0.308,-20.632,-20.596,-20.904
85,7512020,3495700,7512020,26.8985233,67.6946182,221.74,-16.69,0.029,0.307,-20.663,-20.63,-20.937
85,7512040,3495700,7512040,26.8985233,67.6948013,221.15,-16.68,0.028,0.307,-20.665,-20.632,-20.939
85,7512060,3495700,7512060,26.8985214,67.6949768,220.45,-16.71,0.028,0.306,-20.686,-20.654,-20.96
85,7512080,3495700,7512080,26.8985214,67.6951523,219.96,-16.72,0.027,0.305,-20.69,-20.659,-20.964
85,7512101,3495700,7512101,26.8985195,67.695343,219.52,-16.78,0.027,0.305,-20.721,-20.69,-20.994
85,7512121,3495700,7512121,26.8985195,67.6955185,218.69,-16.83,0.027,0.303,-20.759,-20.728,-21.031
85,7512141,3495700,7512141,26.8985195,67.6957016,217.8,-16.77,0.027,0.302,-20.722,-20.691,-20.994
85,7512161,3495700,7512161,26.8985176,67.6958847,217.18,-16.85,0.026,0.301,-20.77,-20.74,-21.042
85,7512182,3495700,7512182,26.8985176,67.6960678,216.58,-16.88,0.025,0.301,-20.803,-20.773,-21.074
85,7512202,3495700,7512202,26.8985157,67.6962433,216.05,-16.99,0.025,0.3,-20.883,-20.855,-21.155
85,7512222,3495700,7512222,26.8985157,67.6964264,215.47,-17.12,0.025,0.299,-20.976,-20.947,-21.247
85,7512242,3495700,7512242,26.8985138,67.6966095,214.65,-17.24,0.025,0.298,-21.064,-21.035,-21.333
85,7512263,3495700,7512263,26.8985138,67.6968002,213.77,-17.24,0.025,0.297,-21.076,-21.047,-21.344
85,7512283,3495700,7512283,26.8985138,67.6969757,212.9,-17.42,0.025,0.296,-21.189,-21.16,-21.456
85,7512303,3495700,7512303,26.8985138,67.6971512,212.33,-17.49,0.024,0.295,-21.259,-21.232,-21.527
85,7512323,3495700,7512323,26.8985119,67.6973343,211.7,-17.6,0.023,0.294,-21.355,-21.328,-21.622
85,7512344,3495700,7512344,26.8985119,67.697525,211.2,-17.65,0.022,0.294,-21.418,-21.392,-21.686
85,7512364,3495700,7512364,26.89851,67.6977005,210.95,-17.73,0.021,0.293,-21.494,-21.47,-21.764
85,7512384,3495700,7512384,26.89851,67.697876,210.96,-17.81,0.019,0.293,-21.572,-21.55,-21.843
85,7512404,3495700,7512404,26.89851,67.6980591,211.01,-17.9,0.017,0.293,-21.651,-21.631,-21.925
85,7512425,3495700,7512425,26.8985081,67.6982498,210.95,-17.96,0.016,0.293,-21.709,-21.69,-21.983
85,7512445,3495700,7512445,26.8985081,67.6984253,210.94,-18.03,0.015,0.293,-21.772,-21.754,-22.047
85,7512465,3495700,7512465,26.8985062,67.6986084,210.92,-18.11,0.015,0.293,-21.842,-21.826,-22.119
85,7512485,3495700,7512485,26.8985062,67.6987839,211.13,-18.06,0.014,0.294,-21.84,-21.824,-22.117
85,7512499,3495700,7512499,26.8985043,67.6989059,211.13,-18.08,0.013,0.294,-21.865,-21.85,-22.144
85,7512521,3495700,7512521,26.8985043,67.6991043,210.95,-18.13,0.013,0.293,-21.911,-21.896,-22.189
85,7512541,3495700,7512541,26.8985023,67.6992874,210.64,-18.27,0.013,0.293,-22.019,-22.004,-22.297
85,7512561,3495700,7512561,26.8985023,67.6994705,210.46,-18.34,0.012,0.293,-22.088,-22.074,-22.366
85,7512581,3495700,7512581,26.8985023,67.699646,210.44,-18.47,0.012,0.293,-22.181,-22.168,-22.46
85,7512601,3495700,7512601,26.8985004,67.6998215,210.48,-18.5,0.011,0.293,-22.219,-22.206,-22.499
85,7512621,3495700,7512621,26.8985004,67.7000046,210.41,-18.53,0.011,0.293,-22.261,-22.248,-22.541
85,7512641,3495700,7512641,26.8984985,67.7001877,210.39,-18.59,0.011,0.293,-22.308,-22.295,-22.588
85,7512661,3495700,7512661,26.8984985,67.7003632,210.45,-18.62,0.01,0.293,-22.337,-22.325,-22.617
85,7512681,3495700,7512681,26.8984966,67.7005386,210.4,-18.58,0.01,0.293,-22.315,-22.303,-22.596
85,7512701,3495700,7512701,26.8984966,67.7007217,210.48,-18.6,0.01,0.293,-22.333,-22.322,-22.615
85,7512721,3495700,7512721,26.8984966,67.7009048,210.5,-18.62,0.009,0.293,-22.352,-22.341,-22.634
85,7512741,3495700,7512741,26.8984966,67.7010803,210.53,-18.68,0.009,0.293,-22.406,-22.396,-22.688
85,7512760,3495700,7512760,26.8984947,67.7012558,210.38,-18.69,0.009,0.293,-22.427,-22.416,-22.709
85,7512780,3495700,7512780,26.8984947,67.7014313,210.41,-18.77,0.009,0.293,-22.478,-22.468,-22.76
85,7512800,3495700,7512800,26.8984947,67.7016068,210.55,-18.76,0.009,0.293,-22.469,-22.459,-22.752
85,7512820,3495700,7512820,26.8984928,67.7017899,210.42,-18.65,0.009,0.293,-22.367,-22.357,-22.65
85,7512840,3495700,7512840,26.8984928,67.701973,210.44,-18.47,0.009,0.293,-22.208,-22.197,-22.49
85,7512860,3495700,7512860,26.8984909,67.7021484,210.53,-18.3,0.01,0.293,-22.04,-22.029,-22.322
85,7512880,3495700,7512880,26.8984909,67.7023239,211.42,-18.12,0.01,0.294,-21.879,-21.868,-22.162
85,7512900,3495700,7512900,26.898489,67.702507,212.52,-18.04,0.011,0.295,-21.801,-21.789,-22.084
85,7512920,3495700,7512920,26.898489,67.7026901,212.59,-17.92,0.01,0.295,-21.705,-21.694,-21.989
85,7512940,3495700,7512940,26.8984871,67.7028656,212.07,-17.79,0.008,0.295,-21.596,-21.586,-21.881
85,7512960,3495700,7512960,26.8984871,67.7030411,211.3,-17.73,0.008,0.294,-21.533,-21.523,-21.817
85,7512980,3495700,7512980,26.8984871,67.7032242,211.92,-17.69,0.007,0.295,-21.499,-21.491,-21.785
85,7512999,3495700,7512999,26.8984852,67.7033997,211.8,-17.63,0.007,0.294,-21.444,-21.436,-21.73
86,7510000,3495800,7510000,26.900959,67.676506,225.63,-18.07,0.009,0.313,-22.129,-22.119,-22.431
86,7510020,3495800,7510020,26.900959,67.6766815,225.69,-18.02,0.009,0.313,-22.098,-22.087,-22.4
86,7510040,3495800,7510040,26.900959,67.6768723,225.77,-17.97,0.01,0.313,-22.064,-22.052,-22.365
86,7510060,3495800,7510060,26.900959,67.6770477,225.77,-17.94,0.011,0.313,-22.027,-22.015,-22.327
